id,sale_date,store_id,units_sold,revenue,promotion,day,month,year,day_of_week,is_weekend,store_type_Tier2,store_type_Town,city_Bangalore,city_Bilaspur,city_Chandigarh,city_Chennai,city_Coimbatore,city_Delhi,city_Gaya,city_Hyderabad,city_Indore,city_Jaipur,city_Lucknow,city_Mandi,city_Mumbai,city_Pune,city_Ratlam,city_Shimla,city_Siliguri,city_Sitapur,city_Solan,city_Una,product_category_Electronics,product_category_Furniture,product_category_Groceries,product_category_Toys
28,2023-01-02,1,19,570.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29,2023-01-02,1,31,9300.0,True,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30,2023-01-02,1,44,2640.0,True,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
31,2023-01-02,2,8,4000.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32,2023-01-02,2,17,1360.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,2023-01-02,2,8,240.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34,2023-01-02,2,42,12600.0,True,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35,2023-01-02,2,21,1260.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36,2023-01-02,3,16,8000.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
37,2023-01-02,3,42,3360.0,True,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38,2023-01-02,3,8,240.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
39,2023-01-02,3,33,9900.0,True,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
40,2023-01-02,3,19,1140.0,False,2,1,2023,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
41,2023-01-02,4,21,10500.0,False,2,1,2023,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,2023-01-02,4,23,1840.0,False,2,1,2023,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,2023-01-02,4,41,1230.0,True,2,1,2023,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
44,2023-01-02,4,19,5700.0,False,2,1,2023,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45,2023-01-02,4,17,1020.0,False,2,1,2023,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,2023-01-02,5,34,17000.0,True,2,1,2023,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,2023-01-02,5,45,3600.0,True,2,1,2023,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,2023-01-02,5,8,240.0,False,2,1,2023,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
49,2023-01-02,5,31,9300.0,True,2,1,2023,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50,2023-01-02,5,30,1800.0,True,2,1,2023,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,2023-01-03,1,10,5000.0,False,3,1,2023,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
52,2023-01-03,1,15,1200.0,False,3,1,2023,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,2023-01-03,1,20,600.0,False,3,1,2023,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
54,2023-01-03,1,12,3600.0,False,3,1,2023,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55,2023-01-03,1,30,1800.0,True,3,1,2023,1,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56,2023-01-03,2,30,15000.0,False,3,1,2023,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
57,2023-01-03,2,50,4000.0,False,3,1,2023,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,2023-01-03,2,46,1380.0,False,3,1,2023,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
59,2023-01-03,2,43,12900.0,True,3,1,2023,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60,2023-01-03,2,53,3180.0,False,3,1,2023,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61,2023-01-03,3,39,19500.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
62,2023-01-03,3,38,3040.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
63,2023-01-03,3,26,780.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
64,2023-01-03,3,12,3600.0,False,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
65,2023-01-03,3,29,1740.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
66,2023-01-03,4,32,16000.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
67,2023-01-03,4,34,2720.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
68,2023-01-03,4,22,660.0,False,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
69,2023-01-03,4,35,10500.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
70,2023-01-03,4,38,2280.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
71,2023-01-03,5,34,17000.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
72,2023-01-03,5,16,1280.0,False,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,2023-01-03,5,8,240.0,False,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
74,2023-01-03,5,15,4500.0,False,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
75,2023-01-03,5,30,1800.0,True,3,1,2023,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
76,2023-01-04,1,18,9000.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
77,2023-01-04,1,16,1280.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
78,2023-01-04,1,20,600.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
79,2023-01-04,1,18,5400.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
80,2023-01-04,1,19,1140.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
81,2023-01-04,2,15,7500.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
82,2023-01-04,2,34,2720.0,True,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
83,2023-01-04,2,16,480.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
84,2023-01-04,2,11,3300.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
85,2023-01-04,2,11,660.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
86,2023-01-04,3,20,10000.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
87,2023-01-04,3,15,1200.0,False,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
88,2023-01-04,3,37,1110.0,True,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
89,2023-01-04,3,29,8700.0,True,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
90,2023-01-04,3,42,2520.0,True,4,1,2023,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
91,2023-01-04,4,28,14000.0,False,4,1,2023,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
92,2023-01-04,4,42,3360.0,True,4,1,2023,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,2023-01-04,4,47,1410.0,True,4,1,2023,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
94,2023-01-04,4,26,7800.0,False,4,1,2023,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
95,2023-01-04,4,34,2040.0,True,4,1,2023,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
96,2023-01-04,5,27,13500.0,False,4,1,2023,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
97,2023-01-04,5,33,2640.0,False,4,1,2023,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2023-01-04,5,37,1110.0,False,4,1,2023,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
99,2023-01-04,5,28,8400.0,False,4,1,2023,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
100,2023-01-04,5,49,2940.0,True,4,1,2023,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
101,2023-01-05,1,20,10000.0,False,5,1,2023,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
102,2023-01-05,1,20,1600.0,False,5,1,2023,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103,2023-01-05,1,10,300.0,False,5,1,2023,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
104,2023-01-05,1,16,4800.0,False,5,1,2023,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
105,2023-01-05,1,11,660.0,False,5,1,2023,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
106,2023-01-05,2,52,26000.0,True,5,1,2023,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
107,2023-01-05,2,49,3920.0,True,5,1,2023,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2023-01-05,2,19,570.0,False,5,1,2023,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109,2023-01-05,2,31,9300.0,False,5,1,2023,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
110,2023-01-05,2,42,2520.0,True,5,1,2023,3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
111,2023-01-05,3,12,6000.0,False,5,1,2023,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
112,2023-01-05,3,28,2240.0,True,5,1,2023,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,2023-01-05,3,23,690.0,True,5,1,2023,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
114,2023-01-05,3,36,10800.0,True,5,1,2023,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
115,2023-01-05,3,7,420.0,False,5,1,2023,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
116,2023-01-05,4,22,11000.0,False,5,1,2023,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
117,2023-01-05,4,18,1440.0,False,5,1,2023,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,2023-01-05,4,34,1020.0,False,5,1,2023,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
119,2023-01-05,4,35,10500.0,False,5,1,2023,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
120,2023-01-05,4,29,1740.0,False,5,1,2023,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
121,2023-01-05,5,51,25500.0,True,5,1,2023,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
122,2023-01-05,5,23,1840.0,False,5,1,2023,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,2023-01-05,5,31,930.0,False,5,1,2023,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124,2023-01-05,5,45,13500.0,True,5,1,2023,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
125,2023-01-05,5,33,1980.0,False,5,1,2023,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
126,2023-01-06,1,37,18500.0,False,6,1,2023,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
127,2023-01-06,1,52,4160.0,True,6,1,2023,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,2023-01-06,1,41,1230.0,True,6,1,2023,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
129,2023-01-06,1,42,12600.0,False,6,1,2023,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
130,2023-01-06,1,60,3600.0,True,6,1,2023,4,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
131,2023-01-06,2,28,14000.0,False,6,1,2023,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
132,2023-01-06,2,68,5440.0,True,6,1,2023,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,2023-01-06,2,35,1050.0,False,6,1,2023,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
134,2023-01-06,2,42,12600.0,False,6,1,2023,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
135,2023-01-06,2,59,3540.0,True,6,1,2023,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
136,2023-01-06,3,21,10500.0,False,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
137,2023-01-06,3,8,640.0,False,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
138,2023-01-06,3,24,720.0,False,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
139,2023-01-06,3,30,9000.0,True,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
140,2023-01-06,3,29,1740.0,True,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
141,2023-01-06,4,32,16000.0,True,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
142,2023-01-06,4,23,1840.0,True,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
143,2023-01-06,4,13,390.0,False,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
144,2023-01-06,4,14,4200.0,False,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
145,2023-01-06,4,37,2220.0,True,6,1,2023,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
146,2023-01-06,5,26,13000.0,False,6,1,2023,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
147,2023-01-06,5,23,1840.0,False,6,1,2023,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,2023-01-06,5,55,1650.0,True,6,1,2023,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
149,2023-01-06,5,26,7800.0,False,6,1,2023,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
150,2023-01-06,5,27,1620.0,False,6,1,2023,4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
151,2023-01-07,1,59,29500.0,False,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
152,2023-01-07,1,76,6080.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,2023-01-07,1,55,1650.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
154,2023-01-07,1,68,20400.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
155,2023-01-07,1,63,3780.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
156,2023-01-07,2,68,34000.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
157,2023-01-07,2,79,6320.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,2023-01-07,2,43,1290.0,False,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
159,2023-01-07,2,64,19200.0,True,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
160,2023-01-07,2,59,3540.0,False,7,1,2023,5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
161,2023-01-07,3,53,26500.0,True,7,1,2023,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
162,2023-01-07,3,42,3360.0,True,7,1,2023,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,2023-01-07,3,17,510.0,False,7,1,2023,5,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
